Title,References,Included,Choper (2011)+S - DeBruyne,Farber (2013)+S - DeBruyne,Barnett (2013)+S - DeBruyne,Stone (2013)+S - DeBruyne,Sullivan (2013)+S - Eichenberger,Varat (2013?)+S - Eichenberger,Chemerinsky (2013)+S -Taylor,Rotunda (2012?)+S -Taylor,Funk -Taylor,Maggs-Taylor,Paulson (2013)+S - DeBruyne,Shanor (2009)+S - DeBruyne,Young-Eichenberger,Massey (2012)+S - DeBruyne,Weaver (2013)+S - DeBruyne,Brettschneider-Eichenberger,Epstein-Walker (Vol 1) (2013)+S - Eichenberger,Epstein-Walker (Vol 2) (2013)+S - Eichenberger,Fisher (Vol 1) 10e (2013) - Taylor,Fisher (Vol 2) 10e (2013) - Taylor,Murphy et al. (2013) - DeBruyne,Gillman et al. Vol 1 (2012) - DeBruyne,Gillman et al. Vol 2 (2012) - DeBruyne,Citation,ID,Date,Category,Issue,Legal Provision
"Gratz v. Bollinger",11,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,"539 U.S. 244","2002-077","2003-06-23","Civil Rights","affirmative action","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Harper v. Virginia State Bd. of Elections ",11,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,"383 U.S. 663","1965-079","1966-03-24","Civil Rights","voting","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Home Bldge. & Loan Assn. v. Blaisdell",11,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,"290 U.S. 398","1933-141","1934-01-08","Civil Rights","debtors' rights","No Legal Provision: No Legal Provision"
"Hustler Magazine v. Falwell",11,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,"485 U.S. 46","1987-035","1988-02-24","First Amendment","libel, defamation: defamation of public officials and public and private persons","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"McDonald v. City of Chicago",11,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"561 U.S. 742","2009-091","2010-06-28","Criminal Procedure","miscellaneous criminal procedure (cf. due process, prisoners' rights, comity: criminal procedure)","Constitutional Amendment: Second Amendment (NA)"
"Near v. Minnesota",11,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,"283 U.S. 697","1930-084","1931-06-01","First Amendment","libel, defamation: defamation of public officials and public and private persons","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Nixon v. United States",11,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,"506 U.S. 224","1992-016","1993-01-13","Judicial Power","standing to sue: justiciable question","0: 0"
"Railway Express Agency v. New York",11,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,"336 U.S. 106","1948-031","1949-01-31","First Amendment","commercial speech, excluding attorneys","Constitutional Amendment: Fourteenth Amendment (due process)"
"Rust v. Sullivan",11,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,"500 U.S. 173","1990-077","1991-05-23","Privacy","abortion: including contraceptives","Infrequently litigated statutes: Infrequently litigated statutes (42 U.S.C. § 1008)"
"West Coast Hotel v. Parrish",11,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,"300 U.S. 379","1936-050","1937-03-29","Civil Rights","sex discrimination in employment (cf. sex discrimination)","No Legal Provision: No Legal Provision"
"Williamson v. Lee Optical of Oklahoma",11,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,"348 U.S. 483","1954-046","1955-03-28","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Wisconsin v. Yoder",11,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,"406 U.S. 205","1971-102","1972-05-15","First Amendment","free exercise of religion","Constitutional Amendment: First Amendment (free exercise of religion)"
"Bowsher v. Synar",10,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,"478 U.S. 714","1985-162","1986-07-07","Miscellaneous","miscellaneous","Constitution: Article I, Section 7, Paragraph 2 (separation of powers)"
"Brown v. Board of Education (II)",10,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,"349 U.S. 294","1954-085","1955-05-31","Civil Rights","desegregation, schools","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Chaplinsky v. New Hampshire",10,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,"315 U.S. 568","1941-148","1942-03-09","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","State or local law or regulation: State or Local Law Regulation"
"Fisher v. University of Texas",10,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,"570 U.S. 297","2012-068","2013-06-24","Civil Rights","affirmative action","Constitutional Amendment: Fourteenth Amendment (equal protection) (NA)"
"Gitlow v. People of State of New York",10,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,"268 U.S. 652","1924-169","1925-06-08","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Holder v. Humanitarian Law Project",10,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"561 U.S. 1","2009-077","2010-06-21","First Amendment","federal or state internal security legislation: Smith, Internal Security, and related federal statutes","Infrequently litigated statutes: Infrequently litigated statutes"
"Nebbia v. New York",10,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,"291 U.S. 502","1933-145","1934-03-05","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","State or local law or regulation: State or Local Law Regulation"
"New York v. Ferber",10,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,"458 U.S. 747","1981-171","1982-07-02","First Amendment","obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Regents of the University of California v. Bakke",10,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,"438 U.S. 265","1977-147","1978-06-26","Civil Rights","affirmative action","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Richmond Newspapers, Inc. v. Virginia",10,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,"448 U.S. 555","1979-154","1980-07-02","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Roberts v. United States Jaycees",10,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,"468 U.S. 609","1983-162","1984-07-03","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (association)"
"Shelby County, Alabama v. Holder",10,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,"570 U.S. 529","2012-073","2013-06-25","Civil Rights","Voting Rights Act of 1965, plus amendments","Federal Statute: Voting Rights Act of 1965, plus amendments (NA)"
"United States v. Alvarez",10,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"567 U.S. 709","2011-076","2012-06-28","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Infrequently litigated statutes: Infrequently litigated statutes (18-704)"
"United States v. Butler",10,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,"297 U.S. 1","1935-132","1936-01-06","Federal Taxation","federal taxation of gifts, personal, business, or professional expenses","Constitution: Article I, Section 8, Paragraph 1 (taxing, spending, general welfare, or uniformity clause)"
"Yick Wo v. Hopkins",10,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,"118 U.S. 356","1885-269","1886-05-10","Civil Rights","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Adkins v. Children's Hospital of D.C.",9,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,"261 U.S. 525","1922-151","1923-04-09","Civil Rights","sex discrimination in employment (cf. sex discrimination)","No Legal Provision: No Legal Provision"
"Brown v. Entertainment Merchants Association",9,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"564 U.S. 786","2010-083","2011-06-27","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly) (NA)"
"Central Hudson Gas & Electric Corp. v. Public Service Commission",9,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"447 U.S. 557","1979-127","1980-06-20","First Amendment","commercial speech, excluding attorneys","Constitutional Amendment: First Amendment (speech, press, and assembly) (NA)"
"Ex parte Quirin",9,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,"317 U.S. 1","1942-017","1942-07-31","Criminal Procedure","habeas corpus","No Legal Provision: No Legal Provision"
"Kassel v. Consolidated Freightways Corp. of Delaware",9,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,"450 U.S. 662","1980-064","1981-03-24","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"Lucas v. South Carolina Coastal Council",9,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,"505 U.S. 1003","1991-118","1992-06-29","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause)"
"Mathews v. Eldridge",9,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,"424 U.S. 319","1975-035","1976-02-24","Civil Rights","poverty law, constitutional","Constitutional Amendment: Fifth Amendment (due process)"
"Michael M. v. Superior Court of Sonoma County",9,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,"450 U.S. 464","1980-059","1981-03-23","Civil Rights","sex discrimination (excluding sex discrimination in employment)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"NAACP v. Alabama",9,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"357 U.S. 449","1957-146","1958-06-30","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (association)"
"Paris Adult Theatre I v. Slaton",9,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"413 U.S. 49","1972-159","1973-06-21","First Amendment","obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Roth v. United States",9,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,"354 U.S. 476","1956-129","1957-06-24","First Amendment","obscenity, federal","Infrequently litigated statutes: Infrequently litigated statutes (18 U.S.C. § 1461)"
"Saenz v. Roe",9,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"526 U.S. 489","1998-052","1999-05-17","Civil Rights","residency requirements: durational, plus discrimination against nonresidents","Constitutional Amendment: Fourteenth Amendment (privileges and immunities clause)"
"Shapiro v. Thompson",9,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"394 U.S. 618","1968-081","1969-04-21","Civil Rights","poverty law, constitutional","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Skinner v. Oklahoma ex rel. Williamson",9,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,"316 U.S. 535","1941-119","1942-06-01","Civil Rights","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","No Legal Provision: No Legal Provision"
"United States v. Carolene Products Co.",9,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,"304 U.S. 144","1937-045","1938-04-25","Economic Activity","federal or state consumer protection: typically under the Truth in Lending; Food, Drug and Cosmetic; and Consumer Protection Credit Acts","Federal Statute: Federal Food, Drug, and Cosmetic, and related statutes"
"Van Orden v. Perry",9,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,"545 U.S. 677","2004-075","2005-06-27","First Amendment","establishment of religion (other than as pertains to parochiaid:)","Constitutional Amendment: First Amendment (establishment of religion)"
"West Virginia State Board of Education v. Barnette",9,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,"319 U.S. 624","1942-131","1943-06-14","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","State or local law or regulation: State or Local Law Regulation"
"Barron v. Baltimore",8,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,"32 U.S. 243","1833-012","1833-02-16","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause)"
"Bolling v. Sharpe",8,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,"347 U.S. 497","1953-070","1954-05-17","Civil Rights","desegregation, schools","Constitutional Amendment: Fifth Amendment (equal protection)"
"Burton v. Wilmington Parking Auth.",8,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"365 U.S. 715","1960-072","1961-04-17","Civil Rights","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Calder v. Bull",8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,"3 U.S. 386","1798-005","1798-08-08","Criminal Procedure","ex post facto (state)","Constitution: Article I, Section 10 (state bill of attainder, ex post facto law, or bills of credit)"
"Champion v. Ames",8,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,"188 U.S. 321","1902-057","1903-02-23","Economic Activity","miscellaneous economic regulation","Infrequently litigated statutes: Infrequently litigated statutes (Fed AntiLottery Act, 28 Stat. 963)"
"Church of the Lukumi Babalu Aye, Inc. v. Hialeah",8,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,"508 U.S. 520","1992-093","1993-06-11","First Amendment","free exercise of religion","Constitutional Amendment: First Amendment (free exercise of religion)"
"Dean Milk Co. v. Madison",8,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"340 U.S. 349","1950-029","1951-01-15","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"Engel v. Vitale",8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,"370 U.S. 421","1961-105","1962-06-25","First Amendment","establishment of religion (other than as pertains to parochiaid:)","Constitutional Amendment: First Amendment (establishment of religion)"
"Hollingsworth v. Perry",8,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"570 U.S. 693","2012-077","2013-06-26","Judicial Power","standing to sue: personal injury","Constitution: Article III, Section 2, Paragraph 1 (case or controversy requirement) (NA)"
"Humphrey's Executor v. United States",8,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,"295 U.S. 602","1934-053","1935-05-27","Miscellaneous","executive authority vis-a-vis congress or the states","No Legal Provision: No Legal Provision"
"International Society for Krishna Consciousness Inc. v. Lee",8,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"505 U.S. 830","1991-116","1992-06-26","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Jackson v. Metropolitan Edison Co.",8,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"419 U.S. 345","1974-016","1974-12-23","Due Process","due process: hearing or notice (other than as pertains to government employees or prisoners' rights)","Constitutional Amendment: Fourteenth Amendment (due process)"
"Lemon v. Kurtzman",8,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,"403 U.S. 602","1970-141","1971-06-28","First Amendment","parochiaid: government aid to religious schools, or religious requirements in public schools","Constitutional Amendment: First Amendment (establishment of religion)"
"Lujan v. Defenders of Wildlife",8,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,"504 U.S. 555","1991-085","1992-06-12","Judicial Power","standing to sue: direct injury","Constitution: Article III, Section 2, Paragraph 1 (case or controversy requirement)"
"Miami Herald Publishing Co. v. Tornillo",8,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"418 U.S. 241","1973-159","1974-06-25","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Moose Lodge No. 107 v. Irvis",8,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"407 U.S. 163","1971-139","1972-06-12","Civil Rights","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"National League of Cities v. Usery",8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,"426 U.S. 833","1975-143","1976-06-24","Unions","Fair Labor Standards Act","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"Nixon v. Fitzgerald",8,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"457 U.S. 731","1981-140","1982-06-24","Economic Activity","liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.","0: 0"
"NLRB v. Canning",8,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"573 U.S. 513","2013-069","2014-06-26","Miscellaneous","executive authority vis-a-vis congress or the states","Constitution: Article II, Section 2, Paragraph 2 (appointments clause) (NA)"
"Penn Central Transportation Co. v. New York",8,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,"438 U.S. 104","1977-141","1978-06-26","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause)"
"The Prize Cases",8,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,"67 U.S. 635","1862-042","1863-03-10","Miscellaneous","miscellaneous","Constitution: Article II, Section 2 (commander-in-chief)"
"Richmond v. J.A. Croson Co.",8,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,"488 U.S. 469","1988-026","1989-01-23","Civil Rights","affirmative action","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Schuette v. Coalition to Defend Affirmative Action",8,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"572 U.S. 291","2013-035","2014-04-22","Civil Rights","affirmative action","Constitutional Amendment: Fourteenth Amendment (equal protection) (NA)"
